id	score	sentence1	sentence2
885	2.1869397	A person is playing a piano.	A person is slicing a potato.
886	4.1438885	Unfortunately, this question cannot be answered in its full generality.	This cannot be answered in general.
887	4.4045157	Two cats are looking at a window.	A white cat looking out of a window.
888	3.959211	You burn more Calories digesting protein than you do carbohydrates and fat.	The more you sweat, the faster you will burn calories and fat.
889	4.542832	Three sheep on a dirt road viewed from a passenger vehicle.	Three sheep on a dirt road shot from a car.
890	3.5359266	A woman is cutting some fish.	A woman is cutting tofu.
891	4.0720816	A white dog runs along a rocky shoreline.	A dog jumps over a hurdle.
892	3.4547544	A man is singing while playing the guitar.	A man is stuffing himself full with food.
893	4.797079	I expect Japan to keep conducting intervention, but the volume is likely to fall sharply, said Junya Tanase, forex strategist at JP Morgan Chase.	"Junya Tanase, forex strategist at JP Morgan Chase, said ""I expect Japan to keep conducting intervention, but the volume is likely to fall sharply."""
894	4.155896	The injured were taken to hospitals in Jefferson City and Columbia, a college town about 30 miles to the north.	The injured were taken to hospitals in Jefferson City and Columbia, about 48km north; their conditions were not immediately available.
895	4.0118403	You can buy it on amazon for $5.	You can buy it on ebay for $25 and up.
896	4.0931053	A small brown birds is eating from a bird feeder hanging from a tree.	A small bird perches on the bird feeder hanging from the tree.
897	4.435089	Yesterday, shares closed up 29 cents, or 0.54 percent, at $54.32.	Amazon's shares yesterday closed at $54.32 on the Nasdaq Stock Market, up 29 cents.
898	3.122962	Police official S.K. Tonapi told Reuters at least 40 people had been killed and more than 100 wounded.	State interior ministry spokesman Vasant Pitke told Reuters that at least 42 people had been killed and 112 injured.
899	4.3132143	A cat cleans itself.	A cat is licking itself.
900	4.0063024	Two dogs running on the shore.	A white dog running on the beach.
901	1.907213	A man is lifting weights.	A man is chopping egg plant.
902	4.8945975	People on motorcycles wearing racing gear ride around a racetrack	People on motorcycles ride around a racetrack
903	4.7947903	Claudette, the first hurricane of the Atlantic storm season, hit the mid-Texas coast July 15 with 85-mph wind.	Claudette, the first hurricane of the Atlantic storm season, hit the mid-Texas coast July 15, classified as a Category 1 hurricane with maximum sustained winds of 85 mph.
904	4.3765955	A small boy is building with some wooden blocks.	A small boy wearing a blue shirt stacks wooden blocks.
905	3.298465	Kodak expects earnings of 5 cents to 25 cents a share in the quarter.	Analysts surveyed by Thomson First Call had expected Kodak to earn 68 cents a share for the quarter.
906	4.633875	It's also a matter of taste.	It's mostly a matter of taste.
907	3.044628	It depends on what you want to do next, and where you want to do it.	You need to pick how and where you want to place your foot and do it.
908	2.3694685	A women painting a chair with a dining room in the background.	A man and boy walking along a beach with the sea in the background.
909	3.1829193	It's not a good idea.	It's a good question.
910	3.4191978	A man is standing on the ground with a paintbrush	A man with a crutch lying on the ground.
911	4.4202166	The announcements were made at the International Broadcasting Convention (IBC) in Amsterdam.	The submission was on Monday, but the announcement was made Friday at the International Broadcasting Convention in Amsterdam.
912	4.5670156	Moffitt said the results need to be replicated in another study before testing of individuals for presence of the long or short versions of the gene will be pursued.	Professor Moffitt said the results needed to be replicated before pursuing testing of individuals for the presence of the long or short versions of the gene.
913	3.1762075	A woman drives a golf cart.	A man riding a cart.
914	2.30854	A man and a woman are standing in front of a building	Two girls are sitting on an ATV on the sand in front of a bridge.
915	3.4045482	A man is speaking.	A man is cooking.
916	4.1987123	A lady mixed up a meat mixture in bowl.	A woman is stirring meat in a bowl.
917	4.471068	A young blonde girl wearing a helmet sits with a red bicycle behind her.	A young girl wearing a bike helmet with a bicycle in the background.
918	4.839755	One woman is measuring another woman's ankle.	A woman measures another woman's ankle.
919	4.479312	Two men are playing football.	Two men are practicing football.
920	3.825878	The best thing you can do is to know your stuff.	The best thing you can do is find something else interesting to do while you wait on hold.
921	4.202605	It's not a good idea.	No, it's not a good thing.
922	4.592295	Bolivia's army fought to stop columns of protesters from streaming into the food-starved capital on Wednesday as a popular uprising against the president spread.	Bolivia's army fought to stop a column of dynamite-wielding miners from streaming into the besieged capital on Wednesday, leaving two dead as a popular uprising against the President spread.
923	4.778306	A little boy hits a golf ball.	The little boy swung at the golf ball.
924	3.4409351	A black and white cow standing in hay looks back at the camera.	There is a black and white sheep standing on the grass.
925	4.5622277	On health care, the NDP says there will be no privatization and no health-care premiums.	The New Democrats also renewed their commitment to no health-care privatization and no premiums.
926	4.1195717	U.S. forces recently apprehended some 40 suspected foreign militants near the Syrian border and are now interrogating them.	The Third Armored Cavalry Regiment recently apprehended about 40 suspected fighters near the Syrian border, officials said.
927	2.8761835	You have to decide what you want to get out of this.	You're probably going to have to read various blogs to get all the information you want.
928	4.4418206	A skunk is looking here and there.	A skunk looks at the camera.
929	2.9139915	What is your lid made of?	What is your paper for?
930	4.098758	The children are holding musical instruments.	A group of children are singing and playing instruments
931	4.256815	The giant rock was first observed on August 24 by Lincoln Near-Earth Asteroid Research Program, based in Socorro, New Mexico.	The rock was first observed by the Lincoln Near Earth Asteroid Research Program, also known as LINEAR.
932	4.8655944	You do not need to worry.	You don't have to worry.
933	3.4313037	A man is playing a ukulele.	A man is sitting and playing a small guitar.
934	3.646789	A black and white dog is running through the grass.	A tan dog is walking through snow.
935	3.9373267	A television, upholstered chair, and coffee stable in a bright room.	A leather couch and wooden table in a living room.
936	4.6344213	A man is playing the guitar and singing.	A man sings with a guitar.
937	4.9744706	A man plays a guitar.	A man is playing a guitar.
938	4.9754276	the people are running a marathon	People are running a marathon
939	3.667101	A man attacks a woman.	A man slaps a woman.
940	4.102028	The compensation committee will prohibit securities industry directors from sitting on it.	The exchange also said its five-person compensation committee will consist only of directors from outside the securities industry.
941	4.455723	The lady peeled the potatoe.	A woman is peeling a potato.
942	2.7527854	There is no test that can tell you if it is sealed or not.	There is no code telling you that you cannot do this.
943	4.4315915	I've had this same problem.	I had this same situation.
944	4.028777	"My answer to your question is ""Probably Not""."	This is a part answer to your question
945	4.4480715	Three people are by the water with yellow canoes.	Three people preparing to canoe.
946	3.2262168	A man is stirring juice.	A man is peeling an onion.
947	4.285528	Electronic Data Systems Corp. Thursday said the Securities and Exchange Commission has asked the company for documents related to its large contract with the U.S. Navy.	In a regulatory filing, EDS said the SEC had asked for information related to its troubled IT outsourcing contract with the US Navy.
948	3.5900521	That's what I believe.	Yes, I believe it's a good idea.
949	2.9875531	Someone is drawing.	Someone is dancing.
950	2.5964289	As soon as possible.	Start them as early as possible.
951	4.0060387	You will want to clean the area first.	You will also want to remove the seeds.
952	4.354524	The dollar fell as low as $1.1624 per euro from $1.1486 on Friday, and traded at $1.1594 at 10:15 a.m. in London.	The dollar dropped to $1.1564 per euro at 7:30 a.m. in London from $1.1486 on Friday.
953	3.9653683	You don't need any visa.	You don't need sauce at all.
954	3.5647469	The Dow Jones industrial average .DJI ended up 56.79 points, or 0.67 percent, at 8,588.36 -- its highest level since January 17.	The Dow Jones Industrial Average ($DJ: news, chart, profile) rose 56 points, or 0.7 percent, to 8,588.
955	3.0853522	A cat is walking around a house.	A woman is peeling potato.
956	3.180567	A black and white cat is high up on tree branches.	Black and white lamb with tag in right ear.
957	3.879018	"The other 24 members are split between representatives of the securities industry and so-called ""public"" board members."	Of the 24 directors who are not exchange executives, half are representatives of the securities industry and half are designated public members.
958	3.2327378	This a picture of the countryside with a large city in the background.	There are some black cattle in a grassy plain with a large tree in the background.
959	3.554442	I'm going to go out on a limb here...	I'm going to be very direct here.
960	3.8888478	The coffee simply picks up the aluminum from the pot, as the coffee is acidic.	One idea is cleaning the coffee residue from the coffee pot.
961	2.8560874	You want to start in the room that is the largest to make sure you have the straightest start.	You will have to start with the clinic., and maybe move on to the insurance company.
962	3.7985306	Several kids jump up and down on a trampoline.	A man is doing back flips on a trampoline.
963	3.9320555	A Washington County man may have the countys first human case of West Nile virus, the health department said Friday.	The countys first and only human case of West Nile this year was confirmed by health officials on Sept. 8.
964	4.687806	A white dog with light brown markings has a stick in his mouth and his paws in the snow.	A white dog holds a stick in its mouth while it runs through snow.
965	3.6950488	I've had this same problem.	I've had this problem while working in a pubs.
966	3.8176708	a young man wearing a white t-shirt and green and black shorts standing on a stump.	A man wearing a white shirt and red and black shorts is running on the sidewalk.
967	4.256573	But Odette is the first to form over the Caribbean Sea in December, the Center said.	It is the first named storm to develop in the Caribbean in December.
968	3.5098143	New legit download service launches with PC users in mind.	BuyMusic is the first subscription-free paid download music service for PC users.
969	3.2847815	The answer to both questions is: Yes.	To directly answer the two questions in your title.
970	4.5978317	I don't see why there should be any problem with this whatsoever.	I don't see why that should be a problem.
971	4.094258	Hope this is what you are looking for.	Is this the kind of thing you're looking for ?
972	2.4926178	A man is slicing a tomato.	A man is slicing a bun.
973	4.0955997	Waksal has pleaded guilty to securities fraud and is to be sentenced next week.	Waksal pleaded guilty to insider trading charges last year, and he is scheduled to be sentenced June 10.
974	3.6849623	A woman is slicing garlics.	A woman is slicing an onion.
975	3.0546646	The cats are running through the grass.	Some dogs running through the park.
976	3.5996614	MGM, NBC and Liberty executives were not immediately available for comment.	A Microsoft spokesman was not immediately available to comment.
977	4.505176	It's pretty much up to you.	It is up to you.
978	3.6941707	No, you do not NEED a bread machine.	You do not need to worry.
979	4.8761473	A green car parked at a saloon.	A green car parked outside the saloon.
980	4.673801	Two cats sitting on a couch looking out the window.	Two cats are looking at a window.
981	2.6068416	A woman opens a window.	A man is crawling.
982	3.2015567	Girls are holding hands in blue clothes	The young people are wearing jeans with their red and green shirts.
983	3.3535347	The American conservatives are clearly in the minority within the Episcopal Church.	The letter indicates the Vatican's interest in bolstering conservatives within the Episcopal Church.
984	2.7633338	Work into it slowly.	It seems to work.
985	3.606779	A tan girl in a floral bikini is swimming in dark blue waters.	a little girl in a flowered bathingsuit runs through the sand at the beach
986	4.6112976	A light brown dog runs down a path happily.	A pale dog runs down a path.
987	4.295973	A maintenance guy is repairing a net on a tennis court.	A man removing a tennis net.
988	3.7683284	Elderly woman sitting on red patterned couch with her arm around younger woman.	Two women sitting on couch posing for camera.
989	3.815049	The black and white dog has its mouth wide open.	A black and white dog jumps in the snow.
990	3.9136796	A man is playing a guitar.	A woman is playing the guitar.
991	3.7601254	The two kids look at the products sold inside the subway shop.	The kids are stealing from a store.
992	4.5551405	A group of men play soccer on the beach.	A group of boys are playing soccer on the beach.
993	4.093422	A surfer is riding on a breaking wave.	a group of surfers catching a wave
994	3.5344748	A woman is playing an electric guitar.	A man is playing an acoustic guitar.
995	4.170671	Several swimmers jump into the water.	Swimmers are racing in a lake.
996	3.2160091	A woman is dancing near a fire.	A woman is cutting a tomatoe.
997	2.006938	a man and woman walking past a record shop	A man and woman kissing in front of a crowd of people.
998	3.6080525	A man is doing a stunt on his bicycle.	A man is doing a wheelie on his motorcycle.
999	4.2694645	A girl is playing guitar.	A girl is playing a piano.
1000	3.0546694	There are a few possible reasons.	There are a few reasons that paint wrinkles.
1001	2.9304094	The boys are earning their next belt in karate.	Five girls and one boy are in their swimsuits all in the middle of jumping into the pool.
1002	3.569858	A woman is dancing.	A woman is playing violin.
1003	3.5593948	You have a problem.	This is a big problem.
1004	4.444614	A small white dog climbs over a log.	a small dog steps onto a log.
1005	4.111359	Diana was at her lowest ebb when she wrote the letter to Paul Burrell claiming there was a plot to kill her.	Burrell said Diana wrote a letter in October 1996 claiming there was a plot to kill her in a smash and gave it to him to keep as insurance.
1006	3.585884	A man is cutting apple by his hand.	A man is cutting carpet with a knife.
1007	3.1444373	The key is you have to find something that works for you, and your goals.	You may want it, but the process given to you is what you have to work within.
1008	3.4372785	A man is praying.	A man is dancing.
1009	4.662052	But the country is scrambling to prevent it spreading to the vast countryside where most of its 1.3 billion people live.	China is scrambling to stop the disease from spreading to the countryside, where most of its 1.3 billion people live.
1010	3.7950945	A man is cycling.	A boy is riding a bicycle.
1011	3.560069	Hilsenrath and Klarman each were indicted on three counts of securities fraud.	Klarman was charged with 16 counts of wire fraud.
1012	4.0873218	The 30-year bond US30YT=RR rose 22/32 for a yield of 4.31 percent, versus 4.35 percent at Wednesday's close.	The 30-year bond US30YT=RR grew 1-3/32 for a yield of 4.30 percent, down from 4.35 percent late Wednesday.
1013	3.336301	A woman is filing her nails.	A man is peeling a carrot.
1014	4.225746	A man sleeps with a baby in his lap.	A man asleep in a chair holding a baby.
1015	4.7369094	I agree with the other comments.	I agree with the previous comments.
1016	4.068732	Kansas Department of Health and Environment records show there were 88 abortions performed on girls age 14 and younger last year.	Statistics from the Kansas Department of Health and Environment show that 11,844 abortions were performed in the state last year.
1017	4.7097096	Someone is reading an email.	A man is reading his email.
1018	2.8554204	That is your problem, not your supervisor's.	Work with your supervisor and your team to solve the problem.
1019	4.269724	The woman is measuring the other woman.	The lady measured the other woman's ankle.
1020	3.8424137	Three dogs running in the dirt.	The yellow dog is running on the dirt road.
1021	4.3618255	The cat is drinking milk.	A white cat is licking and drinking milk kept on a plate.
1022	4.26999	A rebel who was captured said more than 2,000 insurgents were involved in the attack.	A captured rebel said 2,100 combatants had been involved in the offensive.
1023	4.055165	A woman puts make-up on.	A woman is putting on eyeshadow.
1024	4.0814695	The driver of the truck escaped and is now being sought by the police, Supoyo said.	But police say the driver of the truck has not been found and is wanted for questioning.
1025	3.4382215	SCO says the pricing terms for a license will not be announced for weeks.	Details on pricing will be announced within a few weeks, McBride said.
1026	3.859148	A black and white cow in a pen with hay.	Black and white cows behind a fence.
1027	2.698847	There are a couple of options that you could consider:	There are a lot of ways that could go poorly for you.
1028	3.8377304	If you are not sure how to do it, don't do it at all.	If you do not have a very strong scientific reason to do it, don't.
1029	4.753868	Four dogs stand in the snow.	Four dogs playing in the snow.
1030	3.3025255	You just have to base your answer on what you do know, which is what you want.	It is his job to see that you have what you need to do your job.
1031	3.5762343	You just have to base your answer on what you do know, which is what you want.	You may want it, but the process given to you is what you have to work within.
1032	4.748974	A man puts three pieces of meat into a pan.	A man is putting meat in a pan.
1033	4.472501	A human riding a skateboard.	A child is riding a skateboard.
1034	4.0813923	"A young boy jumping into a pool that says ""no diving""."	A boy jumps into a pool while lifeguards watch.
1035	4.437448	About 1,557 genes on chromosome 6 are thought to be functional.	The remaining 1,557 genes are believed to be all functional.
1036	4.7856693	I was in a similar situation.	I had a similar situation.
1037	4.680174	A grey cat lying on a wooden table.	A grey cat laying on a dining table.
1038	2.825611	Sculptor applying concrete to large statue of human figure standing with no head.	A person is standing in front of a building holding aloft some plywood
1039	3.5683393	A group of kids are having a jumping contest.	A group of kids are having a sleepover.
1040	4.8341246	Sources within the racing industry have told the Daily Bulletin that Fontana will get a second NASCAR race on Labor Day weekend starting next season.	Sources in the racing industry said Fontana will get a second NASCAR race on Labor Day weekend starting next season.
1041	4.4924355	Sony Ericsson also said it would shut down its GSM/UMTS R&D center in Munich, Germany, to increase profitability.	Sony Ericsson also said it plans to close its R&D site in Munich, Germany, for GSM and UMTS handsets.
1042	2.9507213	A woman pours a mixture into a bowl and mixes it.	A woman is preparing an egg in a skillet.
1043	3.8095837	It's not a good idea.	It's a good idea to do both.
1044	4.3889375	The consensus among Wall Street analysts was for a loss of 28 cents a share.	Analysts surveyed by First Call were expecting sales of $723 million and a loss of 28 cents a share.
1045	4.4206815	He was tracked to Atlanta where he was arrested on Tuesday night.	He was arrested in Atlanta, Georgia, on Monday night by police acting on a tip-off.
1046	2.537317	A cruise ship is in front of a docking area.	Calico cat sitting on step in front of a door.
1047	4.567404	Gregory Parseghian, a former investment banker, was appointed chief executive.	Greg Parseghian was appointed the new chief executive.
1048	3.3690853	There are a few things you can do: 	There are a few minimally-effective things you can do at the personal level.
1049	3.4087684	"Kids, adults, booksellers and postal workers all are preparing for ""Harry Potter and the Order of the Phoenix."""	"The crates are full of hardback copies of ""Harry Potter and the Order of the Phoenix."""
1050	4.1284	The small dog is wearing a sweater and looking up at the camera.	A small white dog wearing a jacket looks up at the camera.
1051	2.258102	A woman in a black and orange jacket throws a stick for a brown and black dog to fetch.	The man in a blue jacket is standing in a crowd.
1052	3.9609792	The Episcopal Diocese of Central Florida became one of the first in the nation Saturday to officially reject the national denomination's policies on homosexuality.	The Episcopal Diocese of Central Florida voted Saturday to repudiate a decision by the denomination's national convention to confirm a gay man as bishop.
1053	4.6394963	Saddam is gone, but we want the (U.S.) occupation to end, said Hit resident Abu Qasim.	Saddam is gone, but we want the (U.S.) occupation to end.
1054	2.8688412	A woman is posing for a Christmas card.	A girl is taking a photo.
1055	4.255291	Unfortunately the answer to your question is we simply do not know.	"My answer to your question is ""Probably Not""."
1056	3.796878	A couple is playing the game of Life.	The family is playing a game together.
1057	4.2113295	A man is putting garlic on some bread slices.	A man is sprinkling seasoning on several split and buttered loaves of bread.
1058	4.8094006	The research firm earlier had forecast an increase of 4.9 percent.	The firm had predicted earlier this year a 4.9 percent increase.
1059	2.6585352	Microwave would be your best bet.	Your best bet is research.
1060	3.2027822	You also imply you may not be paid if they cannot place you with a client.	You can do it, but you might not be a professor.
1061	3.4396682	I have the same thing.	I have the same situation and have traveled extensively.
1062	4.906062	You are on the right path.	You're on the right path.
1063	3.3493905	You don't need any visa.	You don't have to worry.
1064	4.465418	There are a few things you can do: 	There are a few things I think you should do.
1065	4.76378	A gray cat laying on a brown table.	A grey cat lying on a wooden table.
1066	4.633725	There are two things to consider:	A couple things to consider:
1067	3.2030106	Tan cows look closely at the camera.	A white and grey cat in a bathroom sink looking at the camera.
1068	4.1456165	Not a direct answer to the question, but something to consider.	Not a real answer to your question, but maybe it helps.
1069	4.3972836	A large pile of wooden items piled high.	A large pile of scrap wood.
1070	3.7015972	A dog swims through the water.	A dog wearing a cape is running through the snow.
1071	3.6639113	You just have to base your answer on what you do know, which is what you want.	Remember this is your degree we are talking about, its up to you what you want to do.
1072	4.365111	A monkey is playing drums.	A gorilla plays the drums.
1073	2.2429297	A chimp is kicking a target.	A woman is putting oil into a skillet.
1074	3.4853797	I don't think that there's any.	I don't think there is any universal term.
1075	4.794845	Chiron already has nearly 20 percent acceptances from PowderJect's shareholders.	Chiron has acceptances from holders of nearly 20 percent of PowderJect shares.
1076	2.1846268	Many football players sitting on the ground.	A dog rolls on the ground.
1077	4.784862	"So in his State of the Union address in January, Bush declared that the British government ""has learned that Saddam Hussein recently sought significant quantities of uranium from Africa."""	"In his Jan. 28 State of the Union message, Bush said, ""The British government has learned that Saddam Hussein recently sought significant quantities of uranium from Africa."""
1078	4.470232	An old fashioned wooden sailing ship in the ocean.	An old fashioned wooden sailing ship is parked at the pier.
1079	3.625499	A pole is behind a person that is playing peekaboo with a child.	There is a child with a ball
1080	3.7603326	The lady looks sad because no one is buying her wares.	The lady is selling things.
1081	3.2680383	A dog standing in the water.	A girl playing on a parachute.
1082	3.142591	I think there isn't a general answer.	I don't think there is a single definition.
1083	3.9395242	The ballerina is dancing.	A man is dancing.
1084	4.6459775	Four girls in swimsuits are playing volleyball at the beach.	Four ladies in swimsuits play sand volleyball on the beach.
1085	4.540212	It rather depends on which country you're in.	That depends on which country you are in.
1086	4.4197063	a grey dog swimming through a river with a stick in his mouth	Dog swimming through water carrying stick in its mouth
1087	4.513154	Yes, you have to file a tax return in Canada.	You are not required to file a tax return in Canada if you have no taxable income.
1088	3.8888564	A man is playing guitar.	A lady is playing the guitar.
1089	4.4035983	"Contrary to what PeopleSoft management would have you believe, Oracle intends to fully support PeopleSoft customers and products for many years to come."""	"Ellison said that contrary to the contentions of PeopleSoft management, Oracle intends to ""fully support PeopleSoft customers and products"" for many years to come."
1090	2.525122	A man is erasing a chalk board.	A woman is dancing, and singing.
1091	3.1817226	A woman is slicing some tomatoes.	A woman is chopping a potato.
1092	4.7678814	A woman is stabbing a potato with a fork.	A woman is puncturing a potato with a fork.
1093	3.955381	His 1996 Chevrolet Tahoe was found abandoned in a Virginia Beach, Va., parking lot June 25.	His sport utility vehicle was found June 25, abandoned without its license plates in Virginia Beach, Va.
1094	4.5246925	Taiwan has attempted to gain observer status to the United Nations-affiliated WHO for seven years, but again was rebuffed March 19 at its annual conference in Geneva.	It has sought observer status for seven years, but was again rebuffed May 19 at the annual WHO conference in Geneva.
1095	2.568176	A woman is frying ground meat.	A man is cutting a trunk with an axe.
1096	4.0262346	Those conversations had not taken place as of Tuesday night, according to an Oracle spokeswoman.	Those talks have not taken place, according to an Oracle spokeswoman.
1097	4.209435	A little girl is riding a toy tricycle on springs.	A little girl is playing on a toy outdoors.
1098	2.5637698	A man spins on a surf board.	A man is putting barbecue sauce on chicken.
1099	4.334312	A woman is playing a guitar and singing.	A woman is playing the guitar.
1100	3.4766123	A black and white dog is jumping over a hurdle.	A white dog running over a bridge.
1101	3.931557	You don't have to know.	You don't have to do anything to season it.
1102	4.2817264	Two puppies playing with a plastic bag.	Two dogs playing in a yard.
1103	3.3665137	A woman is dancing.	A woman plays the clarinet.
1104	4.240603	A man uses a chainsaw to sculpt a phallic ice sculpture.	A man is using a chainsaw to carve a wooden sculpture.
1105	4.7628856	Two men are fistfighting in a ring.	Two men fistfight in a ring.
1106	2.5526419	A man is playing guitar.	A boy is talking to a giant dog.
1107	3.3893247	A boy with dark hair is in water and is looking up.	The man is short hair.
1108	2.3686697	A woman stands in front of a building in the snow.	Two women and a baby pose in front of a dining room.
1109	3.6418092	It really depends on how the employer documents it.	It depends how you're stating it.
1110	3.7954545	You got it right.	Yes you got it.
1111	4.2627563	Two men pushed carts through the woods.	Two men are pushing carts.
1112	4.51146	Someone typed on a keyboard.	Someone is typing.
1113	3.129606	Girl playing in a puddle with her bare feet.	A child is playing with two white and black geese.
1114	3.7696288	A cat sleeping on the coach with a pillow behind it.	The cat is laying on an animal print blanket.
1115	4.1062446	A man is singing and playing a guitar.	A man is playing a guitar.
1116	3.5295548	He refused to reveal what percentage of flights carried sky marshals, or whether they would be increased.	He refused to say what percentage of domestic flights had security officers on board.
1117	2.3843307	A boy is playing violin on stage.	A person is mixing a pot.
1118	4.828392	Aventis, based in Strasbourg, France, is one of a handful of companies that still make the flu vaccine.	Aventis, based in Strasbourg, France, is one of the leading producers of the vaccine and one of a handful of companies that still make it.
